Ticker,Company
GOZ.AX,Growthpoint Properties Australia
GPR.AX,Geopacific Resources NL
GPS.AX,Gps Alliance Holdings Limited
GPT.AX,General Property Trust
GPTKOA.AX,Gpt Group
GPTKOB.AX,Gpt Group
GPTKOE.AX,GPTKOE
GPTKOP.AX,Gpt Group
GPTKOR.AX,Gpt Group
GPTKOS.AX,Gpt Group
GRL.AX,Gawler Resources Ltd
GRR.AX,Grange Resources Ltd
GRV.AX,Greenvale Mining NL
GSBG23.AX,Australian Government Treasury Bonds
GSBG24.AX,Australian Government Treasury Bonds
GSBG25.AX,Australian Government Treasury Bonds
GSBG26.AX,Australian Government Treasury Bonds
GSBG27.AX,Australian Government Treasury Bonds
GSBG29.AX,Australian Government Treasury Bonds
GSBG33.AX,Australian Government Treasury Bonds
GSBG37.AX,Australian Government Treasury Bonds
GSBK31.AX,GSBK31
GSBK35.AX,Australian Government Treasury Bonds
GSBK39.AX,Australian Government Treasury Bonds
GSBK51.AX,GSBK51
GSBM22.AX,Australian Government Treasury Bonds
GSBQ26.AX,GSBQ26
GSBU22.AX,GSBU22
GSBU24.AX,GSBU24
GSBU25.AX,GSBU25
GSBU27.AX,Australian Government Treasury Bonds
GSBU28.AX,Australian Government Treasury Bonds
GSBU29.AX,GSBU29
GSBU31.AX,GSBU31
GSIC22.AX,Australian Government Treasury Indexed Bonds
GSIC50.AX,GSIC50
GSIO35.AX,Australian Government Treasury Indexed Bonds
GSIO40.AX,Australian Government Treasury Indexed Bonds
GSIQ25.AX,Australian Government Treasury Indexed Bonds
GSIQ30.AX,Australian Government Treasury Indexed Bonds
GSIU27.AX,Australian Government Treasury Indexed Bonds
GSIU32.AX,GSIU32
GSM.AX,Golden State Mining Limited
GSN.AX,Great Southern Mining Limited
GSNOA.AX,Great Southern Mining Limited
GSS.AX,Genetic Signatures Limited
GTE.AX,Great Western Exploration Ltd
GTG.AX,Genetic Technologies Ltd
GTI.AX,Globe Securities Ltd
GTK.AX,Gentrack Group Limited
GTN.AX,GTN Resources Ltd
GTR.AX,GTI Resources Ltd
GUD.AX,GUD Holdings Ltd
GUL.AX,Gullewa Ltd
GVF.AX,Global Value Fund Limited
GW1.AX,Greenwing Resources Ltd
GWA.AX,Gwa Group Limited.
GWAKOQ.AX,Gwa Group Limited.
GWR.AX,Golden West Resources Ltd
GWROA.AX,Golden West Resources Ltd
HACK.AX,Betashares Global Cybersecurity
HAS.AX,Hastings Rare Metals Ltd
HASO.AX,Hastings Rare Metals Ltd
HAV.AX,Havilah Resources NL
HAW.AX,Hawthorn Resources Ltd
HCD.AX,Huadu City Development Ltd
HCH.AX,Hot Chili Limited
HCT.AX,Holista Colltech Limited
HCW.AX,Healthco Healthcare And Wellness Reit
HDN.AX,Haddington Resources Ltd
HE8.AX,Helios Energy Ltd
HE8OA.AX,Helios Energy Ltd
HETH.AX,HETH
HEUR.AX,Betashares Wisdomtree Europe (currency Hedged)
HFR.AX,Highfield Resources Limited
HFY.AX,Hubify Limited
HGEN.AX,HGEN
HGH.AX,Heartland Group Holdings Limited
HGL.AX,Hudson Investment Group Ltd
HGO.AX,Hillgrove Resources Ltd
HHI.AX,Health House International Limited
HHM.AX,Hampton Hill Mining NL
HHR.AX,Hartshead Resources Nl
HHY.AX,Hastings High Yield Fund
HIL.AX,Hills Industries Ltd
HIO.AX,Hawsons Iron Ltd
HIQ.AX,Hitiq Limited
HIT.AX,Hitech Group Australia Ltd
HJPN.AX,Betashares Wisdomtree Japan (currency Hedged)
HLA.AX,Healthia Limited
HLO.AX,Helloworld Limited
HLS.AX,Hillcrest Litigation Services Ltd
HLSKOB.AX,Healius Limited
HLSKOC.AX,Healius Ltd
HLSKOD.AX,Healius Limited
HLSKOF.AX,Healius Ltd
HLSKOQ.AX,Healius Ltd
HLSKOR.AX,Healius Ltd
HLSKOS.AX,Healius Ltd
HLSKOT.AX,Healius Ltd
HLTH.AX,HLTH
HLX.AX,Helix Resources Ltd
HM1.AX,Hearts And Minds Investments Limited
HMC.AX,Hydromet Corporation Ltd
HMD.AX,Heramed Limited
HMI.AX,Harvest Minerals Ltd
HMX.AX,Hammer Metals Limited
HMY.AX,Harmoney Corp Limited
HNDQ.AX,HNDQ
HNG.AX,HGL Ltd
HNR.AX,Hannans Reward NL
HOR.AX,Horseshoe Metals Limited
HPG.AX,Hipages Group Holdings Ltd
HPI.AX,Hotel Property Investments
HPP.AX,Health And Plant Protein Group Limited
HPR.AX,High Peak Royalties Limited
HQLT.AX,HQLT
HRL.AX,Hot Rock
HRN.AX,Horizon Gold Limited
HRR.AX,Heron Resources Ltd
HRZ.AX,Horizon Energy Investment Group
HSC.AX,Hudson Securities Corporation Ltd
HSN.AX,Hansen Technologies Ltd
HSXKOB.AX,HSXKOB
HSXKOC.AX,HSXKOC
HSXKOD.AX,HSXKOD
HSXKOE.AX,HSXKOE
HSXKOP.AX,HSXKOP
HSXKOS.AX,HSXKOS
HSXKOT.AX,HSXKOT
HSXKOV.AX,HSXKOV
HT1.AX,Ht&e Limited
HT8.AX,Harris Technology Group Limited
HTA.AX,Hutchison Telecommunications (Aust)
HTG.AX,Harvest Technology Group Ltd
HUB.AX,Hub24 Limited
HUM.AX,Humanis Group Limited
HUO.AX,Huon Aquaculture Group Limited
HVM.AX,Happy Valley Nutrition Limited
HVN.AX,Harvey Norman Holdings Ltd
HVNKOA.AX,Harvey Norman Holdings Limited
HVNKOB.AX,Harvey Norman Holdings Limited
HVNKOE.AX,Harvey Norman Holdings Limited
HVNKOW.AX,Harvey Norman Holdings Limited
HVST.AX,Betashares Australian Dividend Harvester Fund (man
HVY.AX,Heavy Minerals Limited
HWH.AX,Houston We Have Limited
HWK.AX,Hawkstone Mining Limited
HXG.AX,Hexagon Resources Limited
HXL.AX,Hexima Ltd
HYD.AX,Hydrix Limited
HYDO.AX,HYDO
HYGG.AX,HYGG
HYM.AX,Hyperion Metals Limited
HZN.AX,Horizon Oil Ltd
HZR.AX,Hazer Group Limited
IAA.AX,Ishares Asia 50
IAF.AX,Ishares Core Composite Bond
IAG.AX,Insurance Australia Group Ltd
IAGKOB.AX,Insurance Australia Group Limited
IAGKOC.AX,Insurance Australia Group Limited
IAGKOD.AX,Insurance Australia Group Limited
IAGKOP.AX,Insurance Australia Group Limited
IAGKOQ.AX,Insurance Australia Group Limited
IAGPD.AX,Insurance Australia Group Limited
IAP.AX,Investec Australia Property Fund
IBC.AX,Ironbark Capital Ltd
IBG.AX,Ironbark Gold Ltd
IBX.AX,Imagion Biosystems Limited
IBXO.AX,Imagion Biosystems Limited
IBXOA.AX,IBXOA
ICE.AX,ICE Corporation Ltd
ICG.AX,Inca Minerals Limited
ICGOA.AX,ICGOA
ICGOC.AX,ICGOC
ICI.AX,Icandy Interactive Limited
ICIOA.AX,ICIOA
ICIOB.AX,ICIOB
ICL.AX,International Coal Holdings Limited
ICN.AX,Icon Energy Ltd
ICOR.AX,ICOR
ICQ.AX,Icar Asia Limited
ICR.AX,Intelicare Holdings Limited
ICS.AX,ICSGlobal Ltd
ICT.AX,Incitec
ID8.AX,Identitii Limited
IDA.AX,Indiana Resources Limited
IDT.AX,Institute of Drug Technology Aust
IDX.AX,Indexshares Fund The
IDZ.AX,Indoor Skydive Australia Group Limited
IEC.AX,Intra Energy Corporation Limited
IEL.AX,Idp Education Limited
IELKOA.AX,IELKOA
IELKOC.AX,IELKOC
IEM.AX,Ishares Msci Emerging Markets
IEQ.AX,International Equities Corp Ltd
IESG.AX,IESG
IEU.AX,Ishares Europe
IFL.AX,IOOF Holdings Ltd
IFLKOA.AX,Ioof Holdings Limited
IFLKOB.AX,Ioof Holdings Limited
IFLKOD.AX,Ioof Holdings Limited
IFLKOP.AX,Ioof Holdings Limited
IFLKOQ.AX,Ioof Holdings Limited
IFM.AX,Infomedia Ltd
IFRA.AX,Vaneck Vectors Ftse Global Infrastructure (hedged)
IFT.AX,Infratil Limited.
IGB.AX,Ishares Treasury
IGL.AX,International Goldfields Ltd
IGN.AX,Ignite Limited
IGO.AX,Independence Group NL
IGOKOA.AX,Independence Group Nl
IGOKOB.AX,Independence Group Nl
IGOKOC.AX,Independence Group Nl
IGOKOE.AX,Independence Group Nl
IGOKOQ.AX,Independence Group Nl
IHCB.AX,Ishares Core Global Corporate Bond (aud Hedged)
IHD.AX,Ishares S&p/asx Dividend Opportunities
IHEB.AX,Ishares J.p. Morgan Usd Emerging Markets Bond (aud
IHHY.AX,Ishares Global High Yield Bond (aud Hedged)?
IHL.AX,Impression Healthcare Limited
IHOO.AX,Ishares Global 100 Aud Hedged
IHR.AX,Intellihr Holdings Limited
IHVV.AX,Ishares S&p 500 Aud Hedged
IHWL.AX,Ishares Core Msci World All Cap (aud Hedged)?
IIGF.AX,IIGF
IJH.AX,Ishares Core S&p Mid-cap
IJP.AX,Ishares Msci Japan
IJR.AX,Ishares Core S&p Small-cap
IKE.AX,Ikegps Group Limited
IKO.AX,Ishares Msci South Korea Capped
IKW.AX,Ikwezi Mining Limited
ILA.AX,Island Pharmaceuticals Limited
ILB.AX,Ishares Government Inflation
ILC.AX,Ishares S&p/asx 20
ILU.AX,Iluka Resources Ltd
ILUKOA.AX,Iluka Resources Limited
ILUKOC.AX,Iluka Resources Limited
ILUKOG.AX,Iluka Resources Limited
ILUKOH.AX,Iluka Resources Limited
ILUKOP.AX,Iluka Resources Limited
ILUKOQ.AX,Iluka Resources Limited
ILUKOT.AX,Iluka Resources Limited
ILUKOY.AX,Iluka Resources Limited
IMA.AX,Image Resources NL
IMC.AX,
IMD.AX,Imdex Ltd
IME.AX,Imexhs Limited
IMM.AX,Immutep Limited
IMPQ.AX,IMPQ
IMR.AX,Imricor Medical Systems Inc.
IMS.AX,Impelus Limited
IMU.AX,Imugene Ltd
IMUOB.AX,Imugene Limited
IMUOC.AX,Imugene Limited
IMUOD.AX,IMUOD
INA.AX,Ingenia Communities Group
INCM.AX,Betashares Global Income Leaders
IND.AX,Indus Energy Nl
INF.AX,Infosentials
ING.AX,Inghams Group Limited
INGKOC.AX,Inghams Group Limited
INGKOD.AX,INGKOD
INGKOP.AX,Inghams Group Limited
INGKOQ.AX,Inghams Group Limited
INGKOT.AX,INGKOT
INIF.AX,INIF
INP.AX,Innamincka Petroleum Ltd
INR.AX,India Nre Minerals Ltd
INV.AX,InvestorInfo Ltd
INY.AX,Income Asset Management Group Limited
IOD.AX,Iodm Limited
IOO.AX,Ishares Global 100
IOU.AX,Ioupay Limited
IOZ.AX,Ishares Core S&p/asx 200
IP1.AX,Integrated Payment Technologies Limited
IPB.AX,Ipb Petroleum Limited
IPC.AX,Imperial Pacific Limited
IPD.AX,Impedimed Ltd
IPH.AX,Ipoh
IPHKOA.AX,Iph Limited
IPHKOB.AX,Iph Limited
IPHKOD.AX,Iph Limited
IPL.AX,Incitec Pivot Ltd
IPLKOA.AX,Incitec Pivot Limited
IPLKOB.AX,Incitec Pivot Limited
IPLKOC.AX,Incitec Pivot Limited
IPLKOE.AX,Incitec Pivot Limited
IPLKOH.AX,Incitec Pivot Limited
IPLKOP.AX,Incitec Pivot Limited
IPLKOQ.AX,Incitec Pivot Limited
IPLKOR.AX,Incitec Pivot Limited
IPLKOS.AX,Incitec Pivot Limited
IPLKOU.AX,Incitec Pivot Limited
IPT.AX,Impact Minerals Ltd
IQ3.AX,Iq3corp Limited
IR1.AX,Iris Metals Limited
IRD.AX,Iron Road Ltd
IRE.AX,IRESS Market Technology Ltd
IREKOA.AX,Iress Limited
IREKOD.AX,IREKOD
IREKOQ.AX,Iress Limited
IREKOR.AX,Iress Limited
IRI.AX,Integrated Research Ltd
IRX.AX,Inhalerx Limited
IS3.AX,I Synergy Group Limited
ISEC.AX,Ishares Enhanced Cash
ISO.AX,Ishares S&p/asx Small Ordinaries
ISU.AX,Iselect Limited.
ISX.AX,Isignthis Ltd
ITG.AX,Intega Group Limited
IVC.AX,InvoCare Ltd
IVCKOA.AX,Invocare Limited
IVCKOB.AX,Invocare Limited
IVCKOE.AX,Invocare Limited
IVCKOP.AX,Invocare Limited
IVCKOQ.AX,Invocare Limited
IVCKOU.AX,Invocare Limited
IVE.AX,Ishares Msci Eafe
IVR.AX,IVR
IVT.AX,Inventis Ltd
IVV.AX,Ishares Core S&p 500
IVX.AX,Invion Limited
IVZ.AX,Invictus Energy Ltd
IWLD.AX,Ishares Core Msci World All Cap
IXC.AX,Invex Therapeutics Ltd
IXI.AX,Ishares Global Consumer Staples
IXJ.AX,Ishares Global Healthcare
IXR.AX,IMX Resoures NL
IXU.AX,Ixup Limited
IZZ.AX,Ishares China Large-cap
JAL.AX,Jameson Resources Ltd
JAN.AX,Janison Education Group Limited
JAT.AX,
JAY.AX,Jayride Group Limited
JBH.AX,JB Hi-Fi Ltd
JBHKOB.AX,Jb Hi-fi Limited
JBHKOC.AX,Jb Hi-fi Limited
JBHKOF.AX,Jb Hi-fi Limited
JBHKOG.AX,Jb Hi-fi Limited
JBHKOR.AX,Jb Hi-fi Limited
JBHKOV.AX,Jb Hi-fi Limited
JCS.AX,Jcurve Solutions Ltd
JDR.AX,Jadar Lithium Limited
JGH.AX,Jade Gas Holdings Limited
JHC.AX,Japara Healthcare Limited
JHG.AX,Janus Henderson Group Plc
JHGKOC.AX,JHGKOC
JHGKOE.AX,JHGKOE
JHGKOR.AX,Janus Henderson Group Plc
JHX.AX,James Hardie Industries NV (CUFS)
JHXKOA.AX,James Hardie Industries Se
JHXKOD.AX,James Hardie Industries Plc
JHXKOF.AX,James Hardie Industries Plc
JHXKOQ.AX,James Hardie Industries Se
JHXKOS.AX,James Hardie Industries Plc
JIN.AX,JIN
JINKOR.AX,JINKOR
JINKOS.AX,JINKOS
JLG.AX,Johns Lyng Group Limited
JMS.AX,Jupiter Mines Ltd
JNO.AX,Juno Minerals Limited
JPR.AX,Jupiter Energy Ltd
JRL.AX,Jindalee Resources Ltd
JRV.AX,Jervois Mining Ltd
JTL.AX,Jayex Technology Limited
JXT.AX,Jaxsta Ltd
JYC.AX,Joyce Corporation Ltd
K2F.AX,K2fly Limited
KAI.AX,Kairos Minerals Limited
KAIOG.AX,KAIOG
KAM.AX,K2 Asset Management Holdings Ltd
KAR.AX,Karoon Gas Australia Ltd
KARKOR.AX,Karoon Gas Australia Limited
KARKOU.AX,Karoon Gas Australia Limited
KARKOV.AX,Karoon Gas Australia Limited
KAT.AX,Katana Capital Ltd
KAU.AX,Kaiser Reef Limited
KBC.AX,Keybridge Capital Ltd
KCC.AX,Kincora Copper Limited
KCN.AX,Kingsgate Consolidated Ltd
KED.AX,Keypath Education International Inc.
KEY.AX,Key Petroleum Ltd
KFE.AX,Kogi Iron Limited
KFEOA.AX,Kogi Iron Limited
KFM.AX,Kingfisher Mining Ltd
KGD.AX,Kula Gold Limited
KGL.AX,Kentor Gold Ltd
KGM.AX,Kalnorth Gold Mines Limited
KGN.AX,Kogan.com Ltd
KGNKOA.AX,KGNKOA
KGNKOB.AX,KGNKOB
KIN.AX,Kin Mining Nl
KIS.AX,King Island Scheelite Ltd
KKC.AX,Kkr Credit Income Fund
KKO.AX,Kinetiko Energy Ltd
KLA.AX,Koala Corporation Australia
KLL.AX,Kalium Lakes Limited
KLO.AX,Kingsland Global Ltd
KLR.AX,Kaili Resources Limited
KMD.AX,Kathmandu Holdings Limited
KME.AX,Kip McGrath Education Centres
KMT.AX,Kopore Metals Limited
KNB.AX,Koonenberry Gold Limited
KNI.AX,Kuniko Limited
KNM.AX,Kneomedia Limited
KNO.AX,Knosys Limited
KOR.AX,Korab Resources Ltd
KOV.AX,Korvest Ltd
KP2.AX,Kore Potash Plc
KPG.AX,Kelly Partners Group Holdings Limited
KPO.AX,Kalina Power Limited
KPOOE.AX,KPOOE
KPT.AX,Kangaroo Island Plantation Timbers Ltd
KRM.AX,Kingsrose Mining Ltd
KRR.AX,King River Resources Limited
KRROC.AX,KRROC
KSC.AX,K&S Corporation Ltd
KSL.AX,Kina Securities Limited
KSM.AX,Kingstream Steel
KSN.AX,Kingston Resources Limited
KSS.AX,Kleos Space S.a
KTA.AX,Krakatoa Resources Limited
KTD.AX,Keytone Dairy Corporation Limited
KTG.AX,K-tig Limited
KWR.AX,Kingwest Resources Limited
KYK.AX,Kyckr Limited
KZA.AX,Kazia Therapeutics Limited
KZR.AX,Kalamazoo Resources Limited
LAM.AX,Laramide Resources Ltd
LAU.AX,Lindsay Australia Ltd
LAW.AX,Lawfinance Limited
LBL.AX,Laserbond Ltd
LBT.AX,Labtech Systems Ltd
LBY.AX,Liberty Gold NL
LCD.AX,Latitude Consolidated Limited
LCE.AX,London City Equities Ltd
LCK.AX,Leigh Creek Energy Limited
LCKOA.AX,LCKOA
LCL.AX,Lighting Corporation Ltd
LCT.AX,Living Cell Technologies Ltd
LCY.AX,Legacy Iron Ore Ltd
LDR.AX,Lach Drummond Resources Ltd
LDX.AX,Lumos Diagnostics Holdings Limited
LEG.AX,Legend Mining Ltd
LEL.AX,Lion Equities
LEP.AX,ALE Property Group
LER.AX,LER
LEX.AX,Lefroy Exploration Limited
LFG.AX,Liberty Financial Group
LFS.AX,Latitude Group Holdings Limited
LFSPA.AX,LFSPA
LGL.AX,Lihir Gold Ltd
LGM.AX,Luiri Gold Limited
LGP.AX,Little Green Pharma Ltd
LHM.AX,Land & Homes Group Limited
LIC.AX,Lifestyles Communities Ltd
LIN.AX,Lindian Resources Ltd
LIO.AX,Lion Energy Ltd
LIOO.AX,Lion Energy Ltd
LIS.AX,Li-s Energy Limited
LIT.AX,Lithium Australia Nl
LITCF.AX,LITCF
LKE.AX,Lake Resources NL
LKO.AX,Lakes Oil NL
LKY.AX,Locksley Resources Limited
LLC.AX,Lend Lease Corporation Ltd
LLCKOD.AX,Lend Lease Group
LLCKOE.AX,Lend Lease Group
LLCKOF.AX,Lend Lease Group
LLCKOP.AX,Lend Lease Group
LLCKOQ.AX,Lend Lease Group
LLCKOR.AX,Lend Lease Group
LLCKOV.AX,Lend Lease Group
LLO.AX,Lion One Metals Limited
LM8.AX,Lunnon Metals Limited
LME.AX,L&m Energy Limited
LMG.AX,Latrobe Magnesium Ltd
LML.AX,Lincoln Minerals Ltd
LNK.AX,Link Administration Holdings Limited
LNKKOA.AX,Link Administration Holdings Limited
LNKKOB.AX,Link Administration Holdings Limited
LNKKOC.AX,Link Administration Holdings Limited
LNKKOQ.AX,Link Administration Holdings Limited
LNKKOR.AX,LNKKOR
LNU.AX,Linius Technologies Limited
LNY.AX,Laneway Resources Ltd
LOM.AX,Lonrho Mining Ltd
LOMOC.AX,LOMOC
LOT.AX,Lotus Resources Limited
LOV.AX,Lovisa Holdings Limited
LPD.AX,Lepidico Ltd
LPDOB.AX,Lepidico Ltd
LPDOC.AX,LPDOC
LPDOD.AX,LPDOD
LPE.AX,Locality Planning Energy Holdings Ltd
LPI.AX,Lithium Power International Limited
LRK.AX,Lark Distilling Co. Ltd
LRS.AX,Latin Resources Limited
LRSOC.AX,LRSOC
LRT.AX,Lowell Resources Fund
LSA.AX,Lachlan Star Ltd
LSF.AX,L1 Long Short Fund Limited
LSH.AX,Lifespot Health Ltd
LSR.AX,Lodestar Minerals Ltd
LSX.AX,Lion Selection Group Limited.
LTR.AX,Liontown Resources Ltd
LV1.AX,Live Verdure Ltd
LVE.AX,Love Group Global Ltd
LVH.AX,Livehire Limited
LVT.AX,Livetiles Limited
LYC.AX,Lynas Corporation Ltd
LYCKOA.AX,Lynas Corporation Limited
LYCKOB.AX,Lynas Corporation Limited
LYCKOC.AX,Lynas Corporation Limited
LYCKOP.AX,Lynas Corporation Limited
LYCKOQ.AX,Lynas Corporation Limited
LYCKOS.AX,Lynas Corporation Limited
LYCKOT.AX,Lynas Corporation Limited
LYL.AX,Lycopodium Ltd
M24.AX,Mamba Exploration Limited
M2M.AX,Mt Malcolm Mines Nl
M2R.AX,Miramar Resources Limited
M3M.AX,M3 Mining Limited
M7T.AX,Mach7 Technologies Limited
M8S.AX,M8 Sustainable Limited
MAAT.AX,MAAT
MAD.AX,Maverick Drilling And Exploration Limited
MAET.AX,MAET
MAF.AX,Ma Financial Group Limited
MAG.AX,Magellan Petroleum Australia Ltd
MAH.AX,Macmahon Holdings Ltd
MAI.AX,Mainstreambpo Limited
MAM.AX,Aii S&p/asx 300 Metals & Mining
MAN.AX,Magna Mining Ltd
MAQ.AX,Macquarie Telecom Group Ltd
MAT.AX,Matine Ltd t/over
MATO.AX,MATO
MAU.AX,Magnetic Resources NL
MAUCA.AX,Magnetic Resources Nl
MAX.AX,Milliniums Alternatives Fund
MAY.AX,Mayne Group Ltd
MAYO.AX,MAYO
MBH.AX,Maggie Beer Holdings Ltd
MBK.AX,Metal Bank Limited
MBLPC.AX,MBLPC
MBLPD.AX,MBLPD
MCA.AX,Medica Holdings
MCE.AX,Matrix Composites & Engineering Limited
MCL.AX,M2M Corporation Ltd
MCM.AX,Mc Mining Limited
MCP.AX,McPhersons Ltd
MCR.AX,Mincor Resources NL
MCT.AX,Metalicity Limited
MCTO.AX,MCTO
MCX.AX,Mariner Corporation Limited
MCY.AX,Mighty River Power Limited.
MDC.AX,McConnell Dowell Corporation
MDI.AX,Middle Island Resources Limited
MDR.AX,Medadvisor Limited
MDX.AX,Mindax Ltd
MEA.AX,Media Corporation Australia
MEB.AX,Medibio Limited
MEBOB.AX,Medibio Limited
MEBOC.AX,MEBOC
MEC.AX,Morphic Ethical Equities Fund Limited
MEG.AX,MCM Entertainment Group Ltd
MEI.AX,Meteoric Resources NL
MEL.AX,Metgasco Ltd
MEM.AX,Memphasys Limited.
MEP.AX,Minotaur Exploration Ltd
MEU.AX,Maramota Energy Ltd
MEZ.AX,Meridian Energy Limited
MFB.AX,My Food Bag Group Limited
MFD.AX,Mayfield Childcare Limited
MFF.AX,Magellan Flagship Fund Ltd
MFFOA.AX,MFFOA
MFG.AX,Magellan Financial Group
MFGKOA.AX,Magellan Financial Group Limited
MFGKOE.AX,Magellan Financial Group Limited
MFGKOG.AX,MFGKOG
MFGKOP.AX,Magellan Financial Group Limited
MFGKOQ.AX,Magellan Financial Group Limited
MFGKOR.AX,Magellan Financial Group Limited
MGF.AX,Magellan Global Fund.
MGFO.AX,MGFO
MGH.AX,Maas Group Holdings Limited
MGL.AX,Magontec Limited
MGOC.AX,MGOC
MGR.AX,Mirvac Group
MGRKOA.AX,Mirvac Group
MGRKOB.AX,Mirvac Group
MGRKOE.AX,MGRKOE
MGRKOQ.AX,Mirvac Group
MGT.AX,Magnetite Mines Limited.
MGTOD.AX,MGTOD
MGU.AX,Magnum Gold NL
MGUO.AX,Magnum Mining And Exploration Limited
MGV.AX,Musgrave Minerals Limited
MGX.AX,Mount Gibson Iron Ltd
MGXKOJ.AX,Mount Gibson Iron Limited
MGXKON.AX,Mount Gibson Iron Limited
MHC.AX,Manhattan Corporation Limited
MHCO.AX,MHCO
MHG.AX,Magellan Global Equities Fund (currency Hedged)
MHHT.AX,MHHT
MHI.AX,Merchant House International Ltd
MHJ.AX,Michael Hill International Limited
MHK.AX,Metal Hawk Limited.
MI6.AX,Minerals 260 Limited
MICH.AX,MICH
MIH.AX,Mnc Media Investment Ltd
MIL.AX,Magnesium International Ltd
MIN.AX,Mineral Resources Ltd
MINKOA.AX,Mineral Resources Limited
MINKOB.AX,Mineral Resources Limited
MINKOC.AX,Mineral Resources Limited
MINKOF.AX,Mineral Resources Limited
MINKOQ.AX,Mineral Resources Limited
MINKOR.AX,Mineral Resources Limited
MIO.AX,Miclyn Express Offshore Limited
MIR.AX,Mirrabooka Investments Ltd
MKG.AX,Mako Gold Limited
MKL.AX,Mighty Kingdom Limited
MKR.AX,Manuka Resources Ltd.
MLD.AX,Maca Limited
MLG.AX,Mlg Oz Limited
MLM.AX,Metallica Minerals Ltd
MLMOB.AX,MLMOB
MLS.AX,Metals Australia Ltd
MLSOB.AX,MLSOB
MLT.AX,Milton Corporation Ltd
MLX.AX,Metals X Ltd
MM1.AX,Midas Minerals Ltd
MM8.AX,Medallion Metals Limited.
MM8O.AX,MM8O
MMC.AX,Marengo Mining Canada Limited
MME.AX,MTM Entertainment Trust
MMG.AX,Macquarie Media Group
MMI.AX,Metro Mining Limited
MMJ.AX,Mmj Phytotech Limited
MML.AX,Medusa Mining Ltd
MMM.AX,Marley Spoon Ag
MMR.AX,Mec Resources Ltd
MMS.AX,McMillan Shakespeare Ltd
MMSKOB.AX,Mcmillan Shakespeare Limited
MMSKOC.AX,Mcmillan Shakespeare Limited
MNB.AX,Minbos Resources Limited
MNBOA.AX,MNBOA
MND.AX,Monadelphous Group Ltd
MNDKOA.AX,Monadelphous Group Limited
MNDKOC.AX,Monadelphous Group Limited
MNDKOP.AX,Monadelphous Group Limited
MNDKOQ.AX,Monadelphous Group Limited
MNDKOT.AX,Monadelphous Group Limited
MNF.AX,My Net Fone Ltd
MNRS.AX,Global Gold Miners Etf - Currency Hedged
MNS.AX,Milnes Holdings
MNY.AX,Money3 Corporation Ltd
MOAT.AX,Vaneck Vectors Morningstar Wide?moat
MOB.AX,Mobile Innovations Ltd
MOGL.AX,MOGL
MOH.AX,Moho Resources Limited
MOHO.AX,Moho Resources Limited
MONY.AX,Ubs Iq Cash
MOQ.AX,Montech Holdings Limited
MOT.AX,Motopia Limited
MOZ.AX,Mozambi Coal Limited
MP1.AX,Megaport Limited
MP1KOA.AX,MP1KOA
MP1KOB.AX,MP1KOB
MPA.AX,Marine Produce Australia Ltd
MPH.AX,Magna Pacific (Holdings) Ltd
MPL.AX,Medibank Private Limited
MPLKOA.AX,Medibank Private Limited
MPLKOC.AX,Medibank Private Limited
MPLKOE.AX,Medibank Private Limited
MPLKOP.AX,Medibank Private Limited
MPLKOQ.AX,Medibank Private Limited
MPLKOS.AX,Medibank Private Limited
MPP.AX,Metro Performance Glass Limited
MPR.AX,Macquarie ProLogis Trust
MPX.AX,Mustera Property Group Limited
MQG.AX,Macquarie Group Ltd
MQGKOA.AX,Macquarie Group Limited
MQGKOB.AX,Macquarie Group Limited
MQGKOC.AX,Macquarie Group Limited
MQGKOI.AX,Macquarie Group Limited
MQGKOJ.AX,Macquarie Group Limited
MQGKOK.AX,Macquarie Group Limited
MQGKOM.AX,Macquarie Group Limited
MQGKOO.AX,Macquarie Group Limited
MQGKOP.AX,Macquarie Group Limited
MQGKOR.AX,Macquarie Group Limited
MQGKOS.AX,Macquarie Group Limited
MQGKOV.AX,Macquarie Group Limited
MQGKOW.AX,Macquarie Group Limited
MQGKOX.AX,Macquarie Group Limited
MQGLOB.AX,Macquarie Group Limited
MQGLOD.AX,Macquarie Group Limited
MQGLOP.AX,Macquarie Group Limited
MQGLOQ.AX,Macquarie Group Limited
MQGLOR.AX,Macquarie Group Limited
MQGLOS.AX,Macquarie Group Limited
MQGMOA.AX,Macquarie Group Limited
MQGMOB.AX,Macquarie Group Limited
MQGPC.AX,Macquarie Group Limited
MQGPD.AX,Macquarie Group Limited
MQGPE.AX,MQGPE
MQR.AX,Marquee Resources Limited
MR1.AX,Montem Resources Limited.
MRC.AX,Mineral Commodities Ltd
MRD.AX,Mount Ridley Mines Limited
MRDOB.AX,MRDOB
MRG.AX,Murray River Organics Group Limited
MRL.AX,Miller's Retail Ltd
MRM.AX,Mermaid Marine Australia Ltd
MRQ.AX,Mrg Metals Limited
MRQOC.AX,MRQOC
MRR.AX,Minrex Resources Nl
MRZ.AX,Mirvac Real Estate Investment Trust
MSB.AX,Mesoblast Ltd
MSBKOQ.AX,Mesoblast Limited
MSBKOR.AX,Mesoblast Limited
MSBKOS.AX,Mesoblast Limited
MSG.AX,Mcs Services Limited
MSI.AX,Multistack International Ltd
MSL.AX,Mcintosh Securities Ltd t/over
MSM.AX,Msm Corporation International Ltd
MSMOC.AX,MSMOC
MSTR.AX,MSTR
