Ticker,Company,Sector
HCI,HCI GROUP INC,Financials
GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate
SGH,SMART GLOBAL HOLDINGS INC,Information Technology
SPWH,SPORTSMANS WAREHOUSE HOLDINGS INC,Consumer Discretionary
CRAI,CRA INTERNATIONAL INC,Industrials
CUTR,CUTERA INC,Health Care
SRRK,SCHOLAR ROCK HOLDING CORP,Health Care
GPMT,GRANITE POINT MORTGAGE TRUST INC,Financials
RAD,RITE AID CORP,Consumer Staples
FULC,FULCRUM THERAPEUTICS INC,Health Care
TCX,TUCOWS INC,Information Technology
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary
RUBY,RUBIUS THERAPEUTICS INC,Health Care
CCF,CHASE CORP,Materials
CSV,CARRIAGE SERVICES INC,Consumer Discretionary
DBD,DIEBOLD NIXDORF INC,Information Technology
EBIX,EBIX INC,Information Technology
IIIN,INSTEEL INDUSTRIES INC,Industrials
INVA,INNOVIVA INC,Health Care
ADGI,ADAGIO THERAPEUTICS INC,Health Care
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples
GOEV,CANOO INC CLASS A,Consumer Discretionary
SRDX,SURMODICS INC,Health Care
TMDX,TRANSMEDICS GROUP INC,Health Care
CLBK,COLUMBIA FINANCIAL INC,Financials
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate
SIBN,SI BONE INC,Health Care
MYE,MYERS INDUSTRIES INC,Materials
OLMA,OLEMA PHARMACEUTICALS INC,Health Care
CAC,CAMDEN NATIONAL CORP,Financials
HSTM,HEALTHSTREAM INC,Health Care
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care
COLL,COLLEGIUM PHARMACEUTICAL INC,Health Care
WETF,WISDOMTREE INVESTMENTS INC,Financials
HNGR,HANGER INC,Health Care
DGII,DIGI INTERNATIONAL INC,Information Technology
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care
CRSR,CORSAIR GAMING INC,Information Technology
HWKN,HAWKINS INC,Materials
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary
NX,QUANEX BUILDING PRODUCTS CORP,Industrials
HONE,HARBORONE BANCORP INC,Financials
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Real Estate
CRMT,AMERICAS CAR MART INC,Consumer Discretionary
KELYA,KELLY SERVICES INC CLASS A,Industrials
SLCA,US SILICA HOLDINGS INC,Energy
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care
FFIC,FLUSHING FINANCIAL CORP,Financials
TPB,TURNING POINT BRANDS INC,Consumer Staples
ORMP,ORAMED PHARMACEUTICALS INC,Health Care
AVO,MISSION PRODUCE INC,Consumer Staples
GNOG,GOLDEN NUGGET ONLINE GAMING INC CL,Consumer Discretionary
MCB,METROPOLITAN BANK HOLDING CORP,Financials
OSPN,ONESPAN INC,Information Technology
SP,SP PLUS CORP,Industrials
RDUS,RADIUS HEALTH INC,Health Care
ABTX,ALLEGIANCE BANCSHARES INC,Financials
VERV,VERVE THERAPEUTICS INC,Health Care
FRTA,FORTERRA INC,Materials
WINA,WINMARK CORP,Consumer Discretionary
FMBH,FIRST MID BANCSHARES INC,Financials
ATEX,ANTERIX INC,Communication
MGI,MONEYGRAM INTERNATIONAL INC,Information Technology
OFIX,ORTHOFIX MEDICAL INC,Health Care
MTW,MANITOWOC INC,Industrials
PSNL,PERSONALIS INC,Health Care
AFMD,AFFIMED NV,Health Care
CTBI,COMMUNITY TRUST BANCORP INC,Financials
PARR,PAR PACIFIC HOLDINGS INC,Energy
HTBK,HERITAGE COMMERCE CORP,Financials
MDXG,MIMEDX GROUP INC,Health Care
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Communication
KE,KIMBALL ELECTRONICS INC,Information Technology
PDFS,PDF SOLUTIONS INC,Information Technology
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care
KOP,KOPPERS HOLDINGS INC,Materials
BY,BYLINE BANCORP INC,Financials
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials
MCF,CONTANGO OIL AND GAS,Energy
PRTS,CARPARTS COM INC,Consumer Discretionary
CMO,CAPSTEAD MORTGAGE REIT CORP,Financials
ALVR,ALLOVIR INC,Health Care
TA,TRAVELCENTERS OF AMERICA INC,Consumer Discretionary
LAND,GLADSTONE LAND REIT CORP,Real Estate
PETQ,PETIQ INC CLASS A,Health Care
CVI,CVR ENERGY INC,Energy
ANNX,ANNEXON INC,Health Care
BOMN,BOSTON OMAHA CORP CLASS A,Communication
ADV,ADVANTAGE SOLUTIONS INC CLASS A,Communication
UTL,UNITIL CORP,Utilities
AMBC,AMBAC FINANCIAL GROUP INC,Financials
KRON,KRONOS BIO INC,Health Care
CRIS,CURIS INC,Health Care
GLT,GLATFELTER CORP,Materials
EGRX,EAGLE PHARMACEUTICALS INC,Health Care
CVGW,CALAVO GROWERS INC,Consumer Staples
VERI,VERITONE INC,Information Technology
RUTH,RUTHS HOSPITALITY GROUP INC,Consumer Discretionary
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary
AGX,ARGAN INC,Industrials
NGM,NGM BIOPHARMACEUTICALS INC,Health Care
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology
CTRN,CITI TRENDS INC,Consumer Discretionary
BTRS,BTRS HOLDINGS INC CLASS,Information Technology
TMST,TIMKENSTEEL CORP,Materials
CLAR,CLARUS CORP,Consumer Discretionary
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology
CLW,CLEARWATER PAPER CORP,Materials
CFB,CROSSFIRST BANKSHARES INC,Financials
MRC,MRC GLOBAL INC,Industrials
PMVP,PMV PHARMACEUTICALS INC,Health Care
APTS,PREFERRED APARTMENT COMMUNITIES RE,Real Estate
BMRC,BANK OF MARIN BANCORP,Financials
NUVB,NUVATION BIO INC CLASS A,Health Care
STRL,STERLING CONSTRUCTION INC,Industrials
RAPT,RAPT THERAPEUTICS INC,Health Care
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financials
CHUY,CHUYS HOLDINGS INC,Consumer Discretionary
MRSN,MERSANA THERAPEUTICS INC,Health Care
IBRX,IMMUNITYBIO INC,Health Care
CTLP,CANTALOUPE INC,Information Technology
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials
PNTG,PENNANT GROUP INC,Health Care
TSC,TRISTATE CAPITAL HOLDINGS INC,Financials
ORC,ORCHID ISLAND CAPITAL INC,Financials
BV,BRIGHTVIEW HOLDINGS INC,Industrials
FA,FIRST ADVANTAGE CORP,Industrials
AMTI,APPLIED MOLECULAR TRANSPORT,Health Care
FMTX,FORMA THERAPEUTICS HLDG INC,Health Care
ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care
SCU,SCULPTOR CAPITAL MANAGEMENT INC CL,Financials
KROS,KEROS THERAPEUTICS INC,Health Care
BBSI,BARRETT BUSINESS SERVICES INC,Industrials
CTT,CATCHMARK TIMBER TRUST INC CLASS A,Real Estate
CATC,CAMBRIDGE BANCORP,Financials
GNK,GENCO SHIPPING AND TRADING LTD,Industrials
CARA,CARA THERAPEUTICS INC,Health Care
RIGL,RIGEL PHARMACEUTICALS INC,Health Care
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy
LAW,CS DISCO INC,Information Technology
CPLG,COREPOINT LODGING INC,Real Estate
UEIC,UNIVERSAL ELECTRONICS INC,Consumer Discretionary
GSBC,GREAT SOUTHERN BANCORP INC,Financials
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate
YORW,YORK WATER,Utilities
DX,DYNEX CAPITAL REIT INC,Financials
MOD,MODINE MANUFACTURING,Consumer Discretionary
CPRX,CATALYST PHARMACEUTICALS INC,Health Care
NRC,NATIONAL RESEARCH CORP,Health Care
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials
RMO,ROMEO POWER INC CLASS A,Industrials
CGEM,CULLINAN ONCOLOGY INC,Health Care
ECVT,ECOVYST INC,Materials
CASS,CASS INFORMATION SYSTEMS INC,Information Technology
TRST,TRUSTCO BANK CORP,Financials
CLFD,CLEARFIELD INC,Information Technology
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials
MBI,MBIA INC,Financials
ANIK,ANIKA THERAPEUTICS INC,Health Care
AMTX,AEMETIS INC,Energy
SCVL,SHOE CARNIVAL INC,Consumer Discretionary
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care
ALX,ALEXANDERS REIT INC,Real Estate
CMTL,COMTECH TELECOMMUNICATIONS CORP,Information Technology
FOSL,FOSSIL GROUP INC,Consumer Discretionary
SLP,SIMULATIONS PLUS INC,Health Care
ULCC,FRONTIER GROUP HOLDINGS INC,Industrials
CLDT,CHATHAM LODGING TRUST REIT,Real Estate
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary
DXPE,DXP ENTERPRISES INC,Industrials
VUZI,VUZIX CORP,Consumer Discretionary
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Real Estate
VBIV,VBI VACCINES INC,Health Care
AEVA,AEVA TECHNOLOGIES INC,Information Technology
LORL,LORAL SPACE AND COMMUNICATIONS INC,Communication
AMRK,A MARK PRECIOUS METALS INC,Financials
CIR,CIRCOR INTERNATIONAL INC,Industrials
SXC,SUNCOKE ENERGY INC,Materials
VRS,VERSO CORP CLASS A,Materials
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials
FLYW,FLYWIRE CORP,Information Technology
ATRS,ANTARES PHARMA INC,Health Care
RGP,RESOURCES CONNECTION INC,Industrials
LXFR,LUXFER HOLDINGS PLC,Industrials
AKRO,AKERO THERAPEUTICS INC,Health Care
PAVM,PAVMED INC,Health Care
AERI,AERIE PHARMACEUTICALS INC,Health Care
GAN,GAN LTD,Consumer Discretionary
VEC,VECTRUS INC,Industrials
CHS,CHICOS FAS INC,Consumer Discretionary
ANAB,ANAPTYSBIO INC,Health Care
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary
HAFC,HANMI FINANCIAL CORP,Financials
LFST,LIFESTANCE HEALTH GROUP INC,Health Care
TRHC,TABULA RASA HEALTHCARE INC,Health Care
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,Financials
BRY,BERRY,Energy
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary
BTAI,BIOXCEL THERAPEUTICS INC,Health Care
PLBY,PLBY GROUP INC,Consumer Discretionary
AMTB,AMERANT BANCORP INC CLASS A,Financials
FORR,FORRESTER RESEARCH INC,Industrials
FSP,FRANKLIN STREET PROPERTIES REIT CO,Real Estate
MSBI,MIDLAND STATES BANCORP INC,Financials
BFS,SAUL CENTERS REIT INC,Real Estate
THR,THERMON GROUP HOLDINGS INC,Industrials
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials
OPRT,OPORTUN FINANCIAL CORP,Financials
ITOS,ITEOS THERAPEUTICS INC,Health Care
AXGN,AXOGEN INC,Health Care
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care
QUOT,QUOTIENT TECHNOLOGY INC,Consumer Discretionary
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication
VERU,VERU INC,Consumer Staples
MBWM,MERCANTILE BANK CORP,Financials
KNTE,KINNATE BIOPHARMA INC,Health Care
PTVE,PACTIV EVERGREEN INC,Materials
DCO,DUCOMMUN INC,Industrials
SRG,SERITAGE GROWTH PROPERTIES CLA,Real Estate
INSG,INSEEGO CORP,Information Technology
IMXI,INTERNATIONAL MONEY EXPRESS INC,Information Technology
SRI,STONERIDGE INC,Consumer Discretionary
TITN,TITAN MACHINERY INC,Industrials
TPC,TUTOR PERINI CORP,Industrials
NDLS,NOODLES CLASS A,Consumer Discretionary
LQDT,LIQUIDITY SERVICES INC,Consumer Discretionary
TDW,TIDEWATER INC,Energy
GRPN,GROUPON INC,Consumer Discretionary
ACBI,ATLANTIC CAPITAL BANCSHARES INC,Financials
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials
POWW,AMMO INC,Consumer Discretionary
ARLO,ARLO TECHNOLOGIES INC,Information Technology
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials
RBNC,RELIANT BANCORP INC,Financials
LL,LUMBER LIQUIDATORS HOLDINGS INC,Consumer Discretionary
MOV,MOVADO GROUP INC,Consumer Discretionary
FC,FRANKLIN COVEY,Industrials
PETS,PETMED EXPRESS INC,Consumer Discretionary
ONTF,ON24 INC,Information Technology
ORIC,ORIC PHARMACEUTICALS INC,Health Care
XPRO,EXPRO GROUP HOLDINGS NV,Energy
STTK,SHATTUCK LABS INC,Health Care
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials
GATO,GATOS SILVER INC,Materials
AKBA,AKEBIA THERAPEUTICS INC,Health Care
PVAC,PENN VA CORP,Energy
ALBO,ALBIREO PHARMA INC,Health Care
CPSI,COMPUTER PROGRAMS AND SYSTEMS INC,Health Care
HCKT,HACKETT GROUP INC,Information Technology
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate
BZH,BEAZER HOMES INC,Consumer Discretionary
WTBA,WEST BANCORPORATION INC,Financials
ATNI,ATN INTERNATIONAL INC,Communication
VSEC,VSE CORP,Industrials
STGW,STAGWELL INC CLASS A,Communication
THFF,FIRST FINANCIAL CORPORATION INDIAN,Financials
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary
AROW,ARROW FINANCIAL CORP,Financials
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care
DTIL,PRECISION BIOSCIENCES INC,Health Care
IIIV,I3 VERTICALS INC CLASS A,Information Technology
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care
VIEW,VIEW INC CLASS A,Industrials
BGFV,BIG SPORTING GOODS CORP,Consumer Discretionary
TRNS,TRANSCAT INC,Industrials
HAYN,HAYNES INTERNATIONAL INC,Materials
IGMS,IGM BIOSCIENCES INC,Health Care
CBTX,CBTX INC,Financials
EBF,ENNIS INC,Industrials
FISI,FINANCIAL INSTITUTIONS INC,Financials
ICPT,INTERCEPT PHARMACEUTICALS INC,Health Care
RMR,RMR GROUP INC CLASS A,Real Estate
TALO,TALOS ENERGY INC,Energy
FNKO,FUNKO INC CLASS A,Consumer Discretionary
TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples
DSPG,DSP GROUP INC,Information Technology
BFST,BUSINESS FIRST BANCSHARES INC,Financials
ALT,ALTIMMUNE INC,Health Care
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials
RIDE,LORDSTOWN MOTORS CORP CLASS A,Consumer Discretionary
GTHX,G1 THERAPEUTICS INC,Health Care
OPY,OPPENHEIMER HOLDINGS NON VOTING IN,Financials
APR,APRIA INC,Health Care
CNXN,PC CONNECTION INC,Information Technology
CLVS,CLOVIS ONCOLOGY INC,Health Care
VTGN,VISTAGEN THERAPEUTICS INC,Health Care
BCOV,BRIGHTCOVE INC,Information Technology
REX,REX AMERICAN RESOURCES CORP,Energy
GCMG,GCM GROSVENOR INC CLASS A,Financials
SPNE,SEASPINE HOLDINGS CORP,Health Care
EQBK,EQUITY BANCSHARES INC CLASS A,Financials
CENT,CENTRAL GARDEN AND PET,Consumer Staples
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives
USM,UNITED STATES CELLULAR CORP,Communication
FLIC,FIRST OF LONG ISLAND CORP,Financials
HY,HYSTER YALE MATERIALS HANDLING INC,Industrials
TBPH,THERAVANCE BIOPHARMA INC,Health Care
ALRS,ALERUS FINANCIAL CORP,Financials
PCT,PURECYCLE TECHNOLOGIES INC,Materials
GIC,GLOBAL INDUSTRIAL,Industrials
CLSK,CLEANSPARK INC,Information Technology
VAPO,VAPOTHERM INC,Health Care
VSTM,VERASTEM INC,Health Care
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary
APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary
UFCS,UNITED FIRE GROUP INC,Financials
AGTI,AGILITI INC,Health Care
RRD,RR DONNELLEY AND SONS,Industrials
BFC,BANK FIRST CORP,Financials
RM,REGIONAL MANAGEMENT CORP,Financials
HEAR,TURTLE BEACH CORP,Information Technology
LEU,CENTRUS ENERGY CORP CLASS A,Energy
ATOM,ATOMERA INC,Information Technology
RVI,RETAIL VALUE INC,Real Estate
HTBI,HOMETRUST BANCSHARES INC,Financials
BXC,BLUELINX HOLDINGS INC,Industrials
HCCI,HERITAGE CRYSTAL INC,Industrials
VLDR,VELODYNE LIDAR INC,Information Technology
REVG,REV GROUP INC,Industrials
IBCP,INDEPENDENT BANK CORP,Financials
XMTR,XOMETRY INC CLASS A,Consumer Discretionary
EPZM,EPIZYME INC,Health Care
NAPA,DUCKHORN PORTFOLIO INC,Consumer Staples
NESR,NATIONAL ENERGY SERVICES REUNITED,Energy
WSBF,WATERSTONE FINANCIAL INC,Financials
CSTR,CAPSTAR FINANCIAL HOLDINGS INC,Financials
MCRB,SERES THERAPEUTICS INC,Health Care
OFLX,OMEGA FLEX INC,Industrials
STOK,STOKE THERAPEUTICS INC,Health Care
NOTV,INOTIV INC,Health Care
ALHC,ALIGNMENT HEALTHCARE INC,Health Care
FLXN,FLEXION THERAPEUTICS INC,Health Care
XXII,22ND CENTURY GROUP INC,Consumer Staples
PRVA,PRIVIA HEALTH GROUP INC,Health Care
MOFG,MIDWESTONE FINANCIAL GROUP INC,Financials
ALTO,ALTO INGREDIENTS INC,Energy
NPTN,NEOPHOTONICS CORP,Information Technology
PGEN,PRECIGEN INC,Health Care
DYN,DYNE THERAPEUTICS INC,Health Care
UFPT,UFP TECHNOLOGIES INC,Materials
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials
BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary
FMNB,FARMERS NATIONAL BANC CORP,Financials
FREE,WHOLE EARTH BRANDS INC CLASS A,Consumer Staples
MCS,THE MARCUS CORP,Communication
VITL,VITAL FARMS INC,Consumer Staples
AMK,ASSETMARK FINANCIAL HOLDINGS INC,Financials
MRNS,MARINUS PHARMACEUTICALS INC,Health Care
ONEW,ONEWATER MARINE CLASS A INC,Consumer Discretionary
EZPW,EZCORP NON VOTING INC CLASS A,Financials
RMNI,RIMINI STREET INC,Information Technology
AVD,AMER VANGUARD CORP,Materials
DMRC,DIGIMARC CORP,Information Technology
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials
TTI,TETRA TECHNOLOGIES INC,Energy
ASXC,ASENSUS SURGICAL INC,Health Care
WSR,WHITESTONE REIT,Real Estate
SPRO,SPERO THERAPEUTICS INC,Health Care
MVBF,MVB FINANCIAL CORP,Financials
PLRX,PLIANT THERAPEUTICS INC,Health Care
OMER,OMEROS CORP,Health Care
MBIN,MERCHANTS BANCORP,Financials
COOK,TRAEGER INC,Consumer Discretionary
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary
APYX,APYX MEDICAL CORP,Health Care
BHB,BAR HARBOR BANKSHARES,Financials
CMRX,CHIMERIX INC,Health Care
ALDX,ALDEYRA THERAPEUTICS INC,Health Care
VPG,VISHAY PRECISION GROUP INC,Information Technology
MCBS,METROCITY BANKSHARES INC,Financials
RBBN,RIBBON COMMUNICATIONS INC,Information Technology
LXRX,LEXICON PHARMACEUTICALS INC,Health Care
GERN,GERON CORP,Health Care
OIS,OIL STATES INTERNATIONAL INC,Energy
OOMA,OOMA INC,Communication
EGLE,EAGLE BULK SHIPPING INC,Industrials
BLFY,BLUE FOUNDRY BANCORP,Financials
SFT,SHIFT TECHNOLOGIES INC CLASS A,Consumer Discretionary
WTI,W AND T OFFSHORE INC,Energy
TSHA,TAYSHA GENE THERAPIES INC,Health Care
MASS,908 DEVICES,Information Technology
KPTI,KARYOPHARM THERAPEUTICS INC,Health Care
VEI,VINE ENERGY INC CLASS A,Energy
IPI,INTREPID POTASH INC,Materials
PAE,PAE INC CLASS A,Industrials
VKTX,VIKING THERAPEUTICS INC,Health Care
BCAB,BIOATLA INC,Health Care
AUD,AUDACY INC CLASS A,Communication
RCEL,AVITA THERAPEUTICS INC,Health Care
SFST,SOUTHERN FIRST BANCSHARES INC,Financials
DJCO,DAILY JOURNAL CORP,Communication
IESC,IES INC,Industrials
FLDM,FLUIDIGM CORP,Health Care
ZIXI,ZIX CORP,Information Technology
CZNC,CITIZENS AND NORTHERN CORP,Financials
GEFB,GREIF INC CLASS B,Materials
CCNE,CNB FINANCIAL CORP,Financials
CURO,CURO GROUP HOLDINGS CORP,Financials
REKR,REKOR SYSTEMS INC,Information Technology
ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care
CONN,CONNS INC,Consumer Discretionary
CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials
KDNY,CHINOOK THERAPEUTICS INC,Health Care
MGTX,MEIRAGTX HOLDINGS PLC,Health Care
NAT,NORDIC AMERICAN TANKERS LTD,Energy
FLL,FULL HOUSE RESORTS INC,Consumer Discretionary
CRBU,CARIBOU BIOSCIENCES INC,Health Care
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary
CUE,CUE BIOPHARMA INC,Health Care
TRUE,TRUECAR INC,Communication
SELB,SELECTA BIOSCIENCES INC,Health Care
RLMD,RELMADA THERAPEUTICS INC,Health Care
CNTY,CENTURY CASINOS INC,Consumer Discretionary
BWB,BRIDGEWATER BANCSHARES INC,Financials
KBAL,KIMBALL INTERNATIONAL INC CLASS B,Industrials
BHG,BRIGHT HEALTH GROUP INC,Financials
INVE,IDENTIV INC,Information Technology
CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials
FRPH,FRP HOLDINGS INC,Real Estate
DSKE,DASEKE INC,Industrials
XONE,EXONE,Industrials
LPG,DORIAN LPG LTD,Energy
KOPN,KOPIN CORP,Information Technology
AMOT,ALLIED MOTION TECHNOLOGIES INC,Industrials
CVM,CEL SCI CORP,Health Care
CARE,CARTER BANKSHARES TRUST,Financials
MAX,MEDIAALPHA INC CLASS A,Communication
RES,RPC INC,Energy
BDSI,BIODELIVERY SCIENCES INTERNATIONAL,Health Care
GNUS,GENIUS BRANDS INTERNATIONAL INC,Consumer Discretionary
GRTS,GRITSTONE BIO INC,Health Care
WTTR,SELECT ENERGY SERVICES INC CLASS A,Energy
APPH,APPHARVEST INC,Consumer Staples
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials
IAS,INTEGRAL AD SCIENCE HOLDING CORP,Communication
OSBC,OLD SECOND BANCORP INC,Financials
ZIOP,ZIOPHARM ONCOLOGY INC,Health Care
FRST,PRIMIS FINANCIAL CORP,Financials
RBB,RBB BANCORP,Financials
BYRN,BYRNA TECHNOLOGIES INC,Industrials
WLDN,WILLDAN GROUP INC,Industrials
MLR,MILLER INDUSTRIES INC,Industrials
IMVT,IMMUNOVANT INC,Health Care
AMNB,AMERICAN NATIONAL BANKSHARES INC,Financials
PASG,PASSAGE BIO INC,Health Care
YELL,YELLOW CORP,Industrials
SMBK,SMARTFINANCIAL INC,Financials
MPAA,MOTORCAR PARTS OF AMERICA INC,Consumer Discretionary
RYI,RYERSON HOLDING CORP,Materials
CIVB,CIVISTA BANCSHARES INC,Financials
ARAY,ACCURAY INC,Health Care
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials
BVH,BLUEGREEN VACATIONS HOLDING CORP C,Consumer Discretionary
TRC,TEJON RANCH,Real Estate
ERAS,ERASCA INC,Health Care
ATOS,ATOSSA THERAPEUTICS INC,Health Care
CCBG,CAPITAL CITY BANK INC,Financials
PRVB,PROVENTION BIO INC,Health Care
BYSI,BEYONDSPRING INC,Health Care
SIGA,SIGA TECHNOLOGIES INC,Health Care
AOUT,AMERICAN OUTDOOR BRANDS INC,Consumer Discretionary
AKTS,AKOUSTIS TECHNOLOGIES INC,Information Technology
BSRR,SIERRA BANCORP,Financials
KALV,KALVISTA PHARMACEUTICALS INC,Health Care
RRGB,RED ROBIN GOURMET BURGERS INC,Consumer Discretionary
CMBM,CAMBIUM NETWORKS CORP,Information Technology
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples
CATO,CATO CORP CLASS A,Consumer Discretionary
CAMP,CALAMP CORP,Information Technology
TWI,TITAN INTERNATIONAL INC,Industrials
EBTC,ENTERPRISE BANCORP INC,Financials
BW,BABCOCK AND WILCOX ENTERPRISES INC,Industrials
ANIP,ANI PHARMACEUTICALS INC,Health Care
CTKB,CYTEK BIOSCIENCES INC,Health Care
FOR,FORESTAR GROUP INC,Real Estate
ABUS,ARBUTUS BIOPHARMA CORP,Health Care
SIEN,SIENTRA INC,Health Care
CTMX,CYTOMX THERAPEUTICS INC,Health Care
ICVX,ICOSAVAX INC,Health Care
CIA,CITIZENS INC CLASS A,Financials
NR,NEWPARK RESOURCES INC,Energy
TIPT,TIPTREE INC,Financials
TNK,TEEKAY TANKERS LTD CLASS A,Energy
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials
CCB,COASTAL FINANCIAL CORP,Financials
ATRO,ASTRONICS CORP,Industrials
EVER,EVERQUOTE INC CLASS A,Communication
CLPT,CLEARPOINT NEURO INC,Health Care
MEIP,MEI PHARMA INC,Health Care
CNBKA,CENTURY BANCORP INC CLASS A,Financials
LE,LAND END INC,Consumer Discretionary
RCKY,ROCKY BRANDS INC,Consumer Discretionary
AMPE,AMPIO PHARMACEUTICALS INC,Health Care
LOCO,EL POLLO LOCO INC,Consumer Discretionary
AGLE,AEGLEA BIOTHERAPEUTICS INC,Health Care
URGN,UROGEN PHARMA LTD,Health Care
KNSA,KINIKSA PHARMACEUTICALS LTD CLASS,Health Care
BASE,COUCHBASE INC,Information Technology
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials
BLBD,BLUE BIRD CORP,Industrials
BRBS,BLUE RIDGE BANKSHARES INC,Financials
BOLT,BOLT BIOTHERAPEUTICS INC,Health Care
TG,TREDEGAR CORP,Materials
FPI,FARMLAND PARTNERS INC,Real Estate
URG,UR ENERGY INC,Energy
AJX,GREAT AJAX CORP,Financials
CVGI,COMMERCIAL VEHICLE GROUP INC,Industrials
TIL,INSTIL BIO INC,Health Care
SSTI,SHOTSPOTTER INC,Information Technology
ATLC,ATLANTICUS HOLDINGS CORP,Financials
ARTNA,ARTESIAN RESOURCES CORP CLASS A,Utilities
TCS,CONTAINER STORE GROUP INC,Consumer Discretionary
LLNW,LIMELIGHT NETWORKS INC,Information Technology
DNUT,KRISPY KREME INC,Consumer Discretionary
KODK,EASTMAN KODAK,Information Technology
AXTI,AXT INC,Information Technology
CDXC,CHROMADEX CORP,Health Care
TLYS,TILLYS INC CLASS A,Consumer Discretionary
CTO,CTO REALTY GROWTH INC,Real Estate
NVEC,NVE CORP,Information Technology
LYEL,LYELL IMMUNOPHARMA INC,Health Care
STXB,SPIRIT OF TEXAS BANCSHARES INC,Financials
SPPI,SPECTRUM PHARMACEUTICALS INC,Health Care
FNLC,FIRST BANCORP INC,Financials
ATHA,ATHIRA PHARMA INC,Health Care
SWIM,LATHAM GROUP INC,Consumer Discretionary
INS,INTELLIGENT SYSTEMS CORP,Information Technology
PCYO,PURE CYCLE CORP,Utilities
KIRK,KIRKLANDS INC,Consumer Discretionary
SB,SAFE BULKERS INC,Industrials
UFI,UNIFI INC,Consumer Discretionary
HOFT,HOOKER FURNISHINGS CORP,Consumer Discretionary
MSON,MISONIX INC,Health Care
