Ticker,Company,Sector
VIRTUALS.BO,VIRTUALSOFT SYSTEMS LTD.,IT Software Products
MENAMANI.BO,Mena Mani Industries Ltd,Finance (including NBFCs)
INANI.BO,INANI MARBLES & INDUSTRIES LTD.,Construction Materials
GEMSI.BO,GEMSTONE INVESTMENTS LTD.,Diversified Commercial Services
MEDICAMEQ.BO,MEDICAMEN BIOTECH LTD.-$,Pharmaceuticals
ALICON.BO,Alicon Castalloy Limited,Auto Parts & Equipment
DILIGENT.BO,DILIGENT INDUSTRIES LTD.,Edible Oils
EPSOMPRO.BO,EPSOM PROPERTIES LTD.,Pharmaceuticals
ALFAVIO.BO,ALFAVISION OVERSEAS (INDIA) LTD.,Finance (including NBFCs)
ORGCOAT.BO,ORGANIC COATINGS LTD.,Specialty Chemicals
CATVISION.BO,Catvision Limited,Comm.Trading  & Distribution
ABMKNO.BO,ABM KNOWLEDGEWARE LTD.,IT Software Products
EMAMILTD.BO,EMAMI LTD.-$,Personal Products
KEMISTAR.BO,Kemistar Corporation Limited,Specialty Chemicals
LADIAMO.BO,LASER DIAMONDS LTD.,Other Apparels & Accessories
SKPSEC.BO,SKP SECURITIES LTD.,Finance (including NBFCs)
PRANAVSP.BO,PRANAVADITYA SPINNING MILLS LTD.,Textiles
SYSCHEM.BO,SYSCHEM (INDIA) LTD.,Pharmaceuticals
MEFCOMCAP.BO,MEFCOM CAPITAL MARKETS LTD.,Finance (including NBFCs)
HEMANG.BO,Hemang Resources Ltd,Comm.Trading  & Distribution
ARMANFIN.BO,ARMAN FINANCIAL SERVICES LTD.,Finance (including NBFCs)
TAVERNIER.BO,Tavernier Resources Limi,Comm.Trading  & Distribution
MIDINFRA.BO,Midas Infra Trade Limited,Finance (including NBFCs)
GAGANPO.BO,GAGAN POLYCOT INDIA LTD.,Comm.Trading  & Distribution
GLANCE.BO,GLANCE FINANCE LTD.,Finance (including NBFCs)
SHILCTECH.BO,SHILCHAR TECHNOLOGIES LTD.,Other Elect.Equip./ Prod.
BRANDREAL.BO,BRAND REALTY SERVICES LTD.,Consulting Services
KANSAFB.BO,KANSAL FIBRES LTD.,Comm.Trading  & Distribution
NUCLEUS.BO,NUCLEUS SOFTWARE EXPORTS LTD.,IT Software Products
COLINZ.BO,COLINZ LABORATORIES LTD.,Pharmaceuticals
WELLNESS.BO,WELLNESS NONI LTD.,Other Financial Services
NLFL.BO,NALIN LEASE FINANCE LTD.,Finance (including NBFCs)
MANAPPURAM.BO,MANAPPURAM FINANCE LTD.,Finance (including NBFCs)
RTSPOWR.BO,RTS POWER CORPORATION LTD.,Other Elect.Equip./ Prod.
COMFINTE.BO,COMFORT INTECH LTD.-$,Finance (including NBFCs)
MAYURFL.BO,MAYUR FLOORINGS LTD.,Construction Materials
ANJANI.BO,ANJANI SYNTHETICS LTD.-$,Textiles
XTGLOBAL.BO,Xtglobal Infotech Ltd,IT Software Products
DECOMIC.BO,DECO-MICA LTD.,Commodity Chemicals
RANDER.BO,RANDER CORPORATION LTD.,Finance (including NBFCs)
RASIELEC.BO,RASI ELECTRODES LTD.,Other Industrial Goods
VICTORYPP.BO,VICTORY PAPER & BOARDS (INDIA) LTD.,Paper & Paper Products
CITIPOR.BO,CITIPORT FINANCIAL SERVICES LTD.,Finance (including NBFCs)
DHRUVCA.BO,DHRUVA CAPITAL SERVICES LTD.,Finance (including NBFCs)
LINCPENQ.BO,LINC PEN & PLASTICS LTD.-$,Non-Durable Household Prod.
PRIMAIN.BO,PRIMA INDUSTRIES LTD.,Edible Oils
ANERI.BO,Aneri Fincap Ltd,Finance (including NBFCs)
INDGELA.BO,INDIA GELATINE & CHEMICALS LTD.-$,Specialty Chemicals
OPTIFIN.BO,Optimus Finance Ltd,Finance (including NBFCs)
PARAGONF.BO,PARAGON FINANCE LTD.,Finance (including NBFCs)
PRATIKSH.BO,PRATIKSHA CHEMICALS LTD.,Specialty Chemicals
ESHAMEDIA.BO,Esha Media Research Limited,Advertising & Media
SUNEDISON.BO,Sunedison Infrastructure Ltd,Electric Utilities
PROGREXV.BO,Progrex Ventures Ltd,Other Food Products
VSTTILLERS.BO,V.S.T.TILLERS TRACTORS LTD.-$,Commercial Vehicles
B2BSOFT.BO,B2B SOFTWARE TECHNOLOGIES LTD.,IT Software Products
NIKKIGL.BO,NIKKI GLOBAL FINANCE LTD.,Finance (including NBFCs)
RADHEDE.BO,RADHE DEVELOPERS (INDIA) LTD.,Realty
KINETRU.BO,KINETIC TRUST LTD.,Finance (including NBFCs)
ELIXIR.BO,Elixir Capital Ltd,Other Financial Services
TRISHAKT.BO,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,Finance (including NBFCs)
PANKAJPO.BO,PANKAJ POLYMERS LTD.,Containers & Packaging
PGINDST.BO,PG INDUSTRY LTD.,Construction Materials
CINDRELL.BO,CINDRELLA FINANCIAL SERVICES LTD.,Finance (including NBFCs)
NATPLASTI.BO,NATIONAL PLASTIC TECHNOLOGIES LTD.,Plastic Products
LEADFIN.BO,LEAD FINANCIAL SERVICES LTD.,Finance (including NBFCs)
NATFIT.BO,National Fittings Limited,Iron & Steel Products
ARTEFACT.BO,ARTEFACT PROJECTS LTD.,Consulting Services
AMITINT.BO,AMIT INTERNATIONAL LTD.,Textiles
HIGHSTREE.BO,HIGH STREET FILATEX LTD.,Textiles
NUTECGLOB.BO,NUTECH GLOBAL LTD.,Textiles
DHPIND.BO,DHP INDIA LTD.,Industrial Machinery
RRIL.BO,RRIL Ltd,Textiles
AVAILFC.BO,AVAILABLE FINANCE LTD.,Other Financial Services
INTCAPM.BO,INTEGRA CAPITAL MANAGEMENT LTD.,Finance (including NBFCs)
MARUTISE.BO,MARUTI SECURITIES LTD.,Finance (including NBFCs)
HAVISHA.BO,Sri Havisha Hospitality And Infrastructure Ltd,Oil Marketing & Distribution
JAYIND.BO,Jayatma Industries Ltd,Textiles
ROSELABS.BO,ROSELABS FINANCE LTD.,Other Financial Services
CHARMS.BO,CHARMS INDUSTRIES LTD.,Other Financial Services
KRETTOSYS.BO,Kretto Syscon Ltd,Realty
VIKALPS.BO,VIKALP SECURITIES LTD.,Diversified Commercial Services
ZYDUSWELL.BO,ZYDUS WELLNESS LTD.-$,Packaged Foods
JUMPNET.BO,Jump Networks Ltd,Other Financial Services
MILESTONE.BO,MILESTONE GLOBAL LTD.,Construction Materials
BERVINL.BO,BERVIN INVESTMENT & LEASING LTD.,Other Financial Services
GUJINV.BO,GUJARAT INVESTA LTD.,Finance (including NBFCs)
INDINFRA.BO,INDIA INFRASPACE LTD.,Diversified Commercial Services
CONCOR.BO,CONTAINER CORPORATION OF INDIA LTD.,Transport Related Services
EASTRED.BO,EASTERN TREADS LTD.,Auto Tyres & Rubber Products
PANACEABIO.BO,PANACEA BIOTEC LTD.,Biotechnology
PEETISEC.BO,PEETI SECURITIES LTD.,Textiles
MERMETL.BO,MERCURY METALS LTD.,Comm.Trading  & Distribution
CHOICEIN.BO,CHOICE INTERNATIONAL LTD.,Finance (including NBFCs)
SRAMSET.BO,SHRIRAM ASSET MANAGEMENT CO.LTD.,Asset Management Cos.
GOLECHA.BO,GOLECHHA GLOBAL FINANCE LTD.,Diversified Commercial Services
PARAMONE.BO,Paramone Concepts Ltd,Construction & Engineering
THEBYKE.BO,THE BYKE HOSPITALITY LTD.,Hotels
CSURGSU.BO,CENTENIAL SURGICAL SUTURE LTD.,Medical Equipment
ARIHANT.BO,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Realty
HASTIFIN.BO,HASTI FINANCE LTD.,Finance (including NBFCs)
UPSURGE.BO,UPSURGE INVESTMENT & FINANCE LTD.,Finance (including NBFCs)
PADAMCO.BO,PADAM COTTON YARNS LTD.,Textiles
WOMENNET.BO,WOMEN NETWORKS LTD.,IT Software Products
POLYCON.BO,POLYCON INTERNATIONAL LTD.,Containers & Packaging
SOURCENTRL.BO,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,Pharmaceuticals
ALMONDZ.BO,ALMONDZ GLOBAL SECURITIES LTD.,Other Financial Services
LWSKNIT.BO,LWS KNITWEAR LTD.,Comm.Trading  & Distribution
ANSINDUS.BO,ANS Industries Ltd,Non-alcoholic Beverages
ALCHCORP.BO,ALCHEMIST CORPORATION LTD.,Commodity Chemicals
TUNITEX.BO,TUNI TEXTILE MILLS LTD.,Textiles
RADIXIND.BO,Radix Industries (India) Limited,Personal Products
KIRANPR.BO,KIRAN PRINT-PACK LTD.,Comm.Printing/Stationery
NARPROP.BO,NARENDRA PROPERTIES LTD.,Realty
MEGACOR.BO,MEGA CORPORATION LTD.,Finance (including NBFCs)
TNPL.BO,TAMIL NADU NEWSPRINT & PAPERS LTD.,Paper & Paper Products
SHAKTIPUMP.BO,SHAKTI PUMPS (INDIA) LTD.-$,Industrial Machinery
SYTIXSE.BO,SYSTEMATIX SECURITIES LTD.,Finance (including NBFCs)
SUNGOLD.BO,SUNGOLD CAPITAL LTD.,Finance (including NBFCs)
SAFFRON.BO,Saffron Industries Limited,Paper & Paper Products
PWASML.BO,Prakash Woollen & Synthetic Mills Ltd,Textiles
GOLDTECH.BO,GOLDSTONE TECHNOLOGIES LTD.,IT Consulting & Software
VARDHMAN.BO,Vardhman Concrete Limited,Cement & Cement Products
GRMOVER.BO,GRM OVERSEAS LTD.,Other Agricultural Products
MOHITIND.BO,MOHIT INDUSTRIES LTD.-$,Textiles
POLYLINK.BO,POLYLINK POLYMERS (INDIA) LTD.,Fibres & Plastics
MINAXI.BO,MINAXI TEXTILES LTD.,Textiles
CONTICON.BO,CONTINENTAL CONTROLS LTD.,Other Elect.Equip./ Prod.
NOUVEAU.BO,NOUVEAU GLOBAL VENTURES LTD.,Comm.Trading  & Distribution
DUKEOFS.BO,DUKE OFFSHORE LTD.,Oil Equipment & Services
CYBELEIND.BO,CYBELE INDUSTRIES LTD.,Other Elect.Equip./ Prod.
CGVAK.BO,CG-VAK SOFTWARE & EXPORTS LTD.,IT Software Products
NAVKAR.BO,Navkar Urbanstructure Ltd,Realty
BLUECOAST.BO,BLUE COAST HOTELS LTD.,Hotels
OMKAR.BO,OMKAR OVERSEAS LTD.,Textiles
MADHUCON.BO,MADHUCON PROJECTS LTD.-$,Construction & Engineering
SYBLY.BO,SYBLY INDUSTRIES LTD.-$,Textiles
RAJESHEXPO.BO,RAJESH EXPORTS LTD.,Other Apparels & Accessories
ESARIND.BO,ESAAR (INDIA) LTD.,Diversified Commercial Services
MARIS.BO,MARIS SPINNERS LTD.-$,Textiles
INDERGR.BO,INDERGIRI FINANCE LTD.,Finance (including NBFCs)
SKRABUL.BO,SHUKRA BULLIONS LTD.,Diversified Commercial Services
EVEREADY.BO,EVEREADY INDUSTRIES INDIA LTD.,Non-Durable Household Prod.
STEP2COR.BO,STEP TWO CORPORATION LTD.,Other Financial Services
ORIENTTR.BO,ORIENT TRADELINK LTD.,Movies & Entertainment
MAHANIN.BO,MAHAN INDUSTRIES LTD.,Comm.Trading  & Distribution
VIKASPROP.BO,Vikas Proppant & Granite Ltd,Other Agricultural Products
DESHRAK.BO,DESH RAKSHAK AUSHDHALAYA LTD.,Pharmaceuticals
ACESOFT.BO,ACE SOFTWARE EXPORTS LTD.-$,IT Software Products
HATSUN.BO,HATSUN AGRO PRODUCT LTD.,Packaged Foods
ECOM.BO,E.COM INFOTECH (I) LTD.,IT Consulting & Software
RISHDIGA.BO,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,Iron & Steel/Interm.Products
MAINFRA.BO,MARUTI INFRASTRUCTURE LTD.,Construction & Engineering
KOBO.BO,Kobo Biotech Ltd-$,Commodity Chemicals
JINDWORLD.BO,JINDAL WORLDWIDE LTD.,Textiles
SOMANYCERA.BO,SOMANY CERAMICS LTD.,Furniture-Furnishing-Paints
JHACC.BO,JHAVERI CREDITS & CAPITAL LTD.,Other Financial Services
RAGHUTOB.BO,RAGHUNATH TOBACCO CO.LTD.,Realty
DRL.BO,Disha Resources Ltd,Diversified Commercial Services
CORALFINAC.BO,CORAL INDIA FINANCE & HOUSING LTD.,Investment Companies
AROMAENT.BO,AROMA ENTERPRISES (INDIA) LTD.,Diversified Commercial Services
ASHUTPM.BO,ASHUTOSH PAPER MILLS LTD.,Paper & Paper Products
SANJIVIN.BO,SANJIVANI PARANTERAL LTD.,Pharmaceuticals
VASINFRA.BO,VAS INFRASTRUCTURE LTD.,Realty
KMFBLDR.BO,KMF BUILDERS & DEVELOPERS LTD.,Realty
BERYLSE.BO,BERYL SECURITIES LTD.,Finance (including NBFCs)
RAP.BO,RAP MEDIA LTD.,Finance (including NBFCs)
DEVINE.BO,DEVINE IMPEX LTD.,Comm.Trading  & Distribution
BAMPSL.BO,BAMPSL SECURITIES LTD.,Finance (including NBFCs)
GENPHARMA.BO,Generic Pharmasec Ltd,Specialty Chemicals
INCON.BO,INCON ENGINEERS LTD.,Industrial Machinery
CGCL.BO,Capri Global Capital Limited,Finance (including NBFCs)
FDC.BO,FDC LTD.,Pharmaceuticals
GOGIACAP.BO,Gogia Capital Services Limited,Other Financial Services
GORANIN.BO,GORANI INDUSTRIES LTD.,Houseware
KGPETRO.BO,KG PETROCHEM LTD.,Textiles
MAL.BO,Meyer Apparel Ltd,Other Apparels & Accessories
STARCOM.BO,Starcom Information Technology Ltd,IT Consulting & Software
CENTERAC.BO,CENTERAC TECHNOLOGIES LTD.,Internet Software & Services
COUNCODOS.BO,COUNTRY CONDO'S LTD.,Realty
OROSMITHS.BO,OROSIL SMITHS INDIA LTD.-$,Other Apparels & Accessories
TEJASSVI.BO,Tejassvi Aaharam Ltd,Textiles
LINCOPH.BO,LINCOLN PHARMACEUTICALS LTD.,Pharmaceuticals
SILVOAK.BO,SILVER OAK (INDIA) LTD.,Breweries & Distilleries
PRAVEG.BO,Praveg Communications (India) Ltd,Advertising & Media
SURAJLTD.BO,SURAJ LTD.-$,Iron & Steel Products
SICL.BO,Suvidha Infraestate Corporation Limited,Realty
MARICO.BO,MARICO LTD.,Personal Products
TOKYOFIN.BO,TOKYO FINANCE LTD.,Finance (including NBFCs)
MAHAVIRIND.BO,Mahavir Industries Limited,Copper
NATGENI.BO,NATIONAL GENERAL INDUSTRIES LTD.,Iron & Steel/Interm.Products
THIRDFIN.BO,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Finance (including NBFCs)
TRIJAL.BO,TRIJAL INDUSTRIES LTD.,Finance (including NBFCs)
HITTCO.BO,HITTCO TOOLS LTD.,Industrial Machinery
RRMETAL.BO,RR MetalMakers India Ltd,Comm.Trading  & Distribution
VISIONCO.BO,VISION CORPORATION LTD.,Movies & Entertainment
INANISEC.BO,INANI SECURITIES LTD.,Other Financial Services
ANKIN.BO,ANKA INDIA LTD.,Footwear
VAGHANI.BO,VAGHANI TECHNO-BUILD LTD.,Packaged Foods
ARISINT.BO,ARIS INTERNATIONAL LTD.,IT Consulting & Software
MAYUR.BO,MAYUR LEATHER PRODUCTS LTD.,Other Apparels & Accessories
AMARDEE.BO,AMRADEEP INDUSTRIES LTD.,Plastic Products
PRITHVIEXCH.BO,Prithvi Exchange (India) Ltd,Other Financial Services
KHYATI.BO,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.,Hotels
RAINBOWF.BO,RAINBOW FOUNDATIONS LTD.,Realty
TRICOMFRU.BO,Tricom Fruit Products Limited,Other Food Products
VIDHIING.BO,Vidhi Specialty Food Ingredients Ltd-$,Specialty Chemicals
BHAGCHEM.BO,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Agrochemicals
PANCHSHEEL.BO,PANCHSHEEL ORGANICS LTD.,Pharmaceuticals
MENNPIS.BO,MENON PISTONS LTD.,Auto Parts & Equipment
PRISMFN.BO,PRISM FINANCE LTD.,Finance (including NBFCs)
GREENCREST.BO,Greencrest Financial Services Limited,Diversified Commercial Services
GENNEX.BO,GENNEX LABORATORIES LTD.,Pharmaceuticals
HIRAUTO.BO,HIRA AUTOMOBILES LTD.,Comm.Trading  & Distribution
GINISILK.BO,GINI SILK MILLS LTD.-$,Comm.Trading  & Distribution
PRAENG.BO,PRAJAY ENGINEERS SYNDICATE LTD.,Realty
BIOGEN.BO,Biogen Pharmachem Industries Ltd,Comm.Trading  & Distribution
GKCONS.BO,G.K.CONSULTANTS LTD.,Finance (including NBFCs)
APOLLOPIPES.BO,Apollo Pipes Ltd,Plastic Products
UNJHAFOR.BO,UNJHA FORMULATIONS LTD.,Pharmaceuticals
POLYMED.BO,POLY MEDICURE LTD.,Medical Equipment
SHRADDHA.BO,Shraddha Prime Projects Ltd,Other Elect.Equip./ Prod.
CISTRO.BO,CISTRO TELELINK LTD.,Comm.Trading  & Distribution
KACHCHH.BO,KACHCHH MINERALS LTD.,Mining
KACL.BO,Kaiser Corporation Limited,Comm.Trading  & Distribution
KCLINFRA.BO,KCL Infra Projects Ltd,Construction & Engineering
ATULAUTO.BO,ATUL AUTO LTD.-$,2/3 Wheelers
SCANPRO.BO,SCAN PROJECTS LTD.,Cement & Cement Products
PRERINFRA.BO,PRERNA INFRABUILD LTD.,Realty
METALCO.BO,METAL COATINGS (INDIA) LTD.,Iron & Steel Products
SGNTE.BO,SGN TELECOMS LTD.,Other Elect.Equip./ Prod.
GANGAPA.BO,GANGA PAPERS INDIA LTD.,Paper & Paper Products
TIRSARJ.BO,TIRUPATI SARJAN LTD.,Realty
NUWAY.BO,NUWAY ORGANIC NATURALS INDIA LTD.,Comm.Trading  & Distribution
MUNOTHFI.BO,MUNOTH FINANCIAL SERVICES LTD.,Other Financial Services
RODIUM.BO,Rodium Realty Limited,Realty
NAGTECH.BO,NAGARJUNA AGRI TECH LTD.,Other Agricultural Products
NATHUEC.BO,NATURA HUE CHEM LTD.,Other Agricultural Products
INDUSFINL.BO,Indus Finance Ltd,Finance (including NBFCs)
LAHOTIOV.BO,LAHOTI OVERSEAS LTD.-$,Comm.Trading  & Distribution
ZENITHSTL.BO,Zenith Steel Pipes & Industries Ltd-$,Construction & Engineering
TRINITYLEA.BO,TRINITY LEAGUE INDIA LTD.,Other Financial Services
ASTAR.BO,ASIAN STAR CO.LTD.-$,Other Apparels & Accessories
ORIRAIL.BO,Oriental Rail Infrastructure Ltd,Other Industrial Products
JOINDRE.BO,JOINDRE CAPITAL SERVICES LTD.,Other Financial Services
BHARATAGRI.BO,BHARAT AGRI FERT & REALTY LTD.,Fertilizers
UNITINT.BO,UNITECH INTERNATIONAL LTD.,Specialty Chemicals
SACHEMT.BO,SACHETA METALS LTD.,Aluminium
ANJANIFIN.BO,ANJANI FINANCE LTD.,Finance (including NBFCs)
PIONDIST.BO,PIONEER DISTILLERIES LTD.,Breweries & Distilleries
GMETCOAL.BO,GUJARAT METALLIC COAL & COKE LTD.-$,Comm.Trading  & Distribution
SVAINDIA.BO,SVA INDIA LTD.,Comm.Trading  & Distribution
RAHME.BO,RAHUL MERCHANDISING LTD.,Other Apparels & Accessories
REXNORD.BO,REXNORD ELECTRONICS & CONTROLS LTD.,Industrial Machinery
INTECH.BO,INTEGRATED TECHNOLOGIES LTD.,Electronic Components
KHANDSE.BO,KHANDWALA SECURITIES LTD.,Other Financial Services
SAWABUSI.BO,SAWACA BUSINESS MACHINES LTD.,Diversified Commercial Services
CCLINTER.BO,CCL INTERNATIONAL LTD.,Roads & Highways
GALLOPENT.BO,GALLOPS ENTERPRISE LTD.,Realty
CROISSANCE.BO,Croissance Ltd,Realty
GALAGEX.BO,GALAXY AGRICO EXPORTS LTD.,Industrial Machinery
GOPAIST.BO,GOPAL IRON & STEELS CO.(GUJARAT) LTD.,Iron & Steel Products
TWINSTAR.BO,Twinstar Industries Limited,IT Software Products
HINDAPL.BO,HINDUSTAN APPLIANCES LTD.,Comm.Trading  & Distribution
AGARIND.BO,AGARWAL INDUSTRIAL CORPORATION LTD.,Petrochemicals
DHAMPURE.BO,DHAMPURE SPECIALITY SUGARS LTD.,Sugar
SHAQUAK.BO,SHANTANU SHEOREY AQUAKULT LTD.,Packaged Foods
GOLCA.BO,GOLDEN CARPETS LTD.,Furniture-Furnishing-Paints
INNOCORP.BO,INNOCORP LTD.,Plastic Products
SARTHAKIND.BO,SARTHAK INDUSTRIES LTD.,Other Industrial Products
SAICAPI.BO,SAI CAPITAL LTD.,Diversified Commercial Services
BLUECHIP.BO,BLUE CHIP INDIA LTD.,Other Financial Services
SERVOTEACH.BO,Servoteach Industries Ltd,Industrial Machinery
CHADPAP.BO,CHADHA PAPERS LTD.,Paper & Paper Products
VERTEX.BO,VERTEX SECURITIES LTD.,Other Financial Services
RIBATEX.BO,RIBA TEXTILES LTD.,Textiles
SHREMETAL.BO,SHREE METALLOYS LTD.,Finance (including NBFCs)
IITLPROJ.BO,IITL PROJECTS LIMITED,Realty
HARIGOV.BO,HARI GOVIND INTERNATIONAL LTD.,Textiles
TRIDETOOL.BO,TRIDENT TOOLS LTD.,Other Industrial Goods
CHLOGIST.BO,CHARTERED LOGISTICS LTD.,Surface Transportation
AMBIKCO.BO,AMBIKA COTTON MILLS LTD.,Textiles
HINDALUMI.BO,HIND ALUMINIUM INDUSTRIES LTD.-$,Aluminium
SENINFO.BO,Senthil Infotek Ltd,IT Consulting & Software
DECPO.BO,DECCAN POLYPACKS LTD.,Containers & Packaging
AMRAAGRI.BO,AMRAWORLD AGRICO LTD.,Textiles
AUTOPINS.BO,AUTO PINS (INDIA) LTD.,Auto Parts & Equipment
ODYCORP.BO,ODYSSEY CORPORATION LTD.,Finance (including NBFCs)
INDCTST.BO,INDUCTO STEEL LTD.,Iron & Steel/Interm.Products
SAMINDUS.BO,SAM INDUSTRIES LTD.,Real Estate Investment
SHVFL.BO,SHREEVATSAA FINANCE & LEASING LTD.,Diversified Commercial Services
POOJAENT.BO,POOJA ENTERTAINMENT AND FILMS LTD.,Movies & Entertainment
GRAVITY.BO,GRAVITY (INDIA) LTD.-$,Textiles
WELLESLEY.BO,WELLESLEY CORPORATION LTD.,Realty
LCCINFOTEC.BO,LCC INFOTECH LTD.,IT Software Products
FILATFASH.BO,FILATEX FASHIONS LTD.,Textiles
RBGUPTA.BO,R.B.GUPTA FINANCIALS LTD.,Other Financial Services
SINDHUTRAD.BO,Sindhu Trade Links Limited,Diversified Commercial Services
JAINSTUDIO.BO,JAIN STUDIOS LTD.,Broadcasting & Cable TV
UNISTRMU.BO,UNISTAR MULTIMEDIA LTD.,Finance (including NBFCs)
ZENOTECH.BO,ZENOTECH LABORATORIES LTD.,Pharmaceuticals
HINDBIO.BO,HINDUSTAN BIO SCIENCES LTD.,IT Software Products
FRONTCORP.BO,FRONTLINE CORPORATION LTD.,Surface Transportation
SWELECTES.BO,Swelect Energy Systems Limited-$,Heavy Electrical Equipment
WALLFORT.BO,WALLFORT FINANCIAL SERVICES LTD.,Other Financial Services
KDDL.BO,KDDL LTD.-$,Other Apparels & Accessories
ADIEXRE.BO,ADINATH EXIM RESOURCES LTD.,Investment Companies
ABHICAP.BO,ABHINAV CAPITAL SERVICES LTD.,Finance (including NBFCs)
KILPEST.BO,KILPEST INDIA LTD.,Agrochemicals
SUPRBPA.BO,SUPERB PAPERS LTD.,Paper & Paper Products
MONIND.BO,Monind Ltd,Iron & Steel/Interm.Products
SHKALYN.BO,SHRI KALYAN HOLDINGS LTD.,Diversified Commercial Services
VANDANA.BO,VANDANA KNITWEAR LTD.,Textiles
SAGARPROD.BO,Sagar Productions Limited,Finance (including NBFCs)
INDOCITY.BO,INDO-CITY INFOTECH LTD.-$,IT Software Products
SBECSUG.BO,SBEC SUGAR LTD.,Sugar
MEGFI.BO,MEGA FIN (INDIA) LTD.,Diversified Commercial Services
BRIJLEAS.BO,BRIJLAXMI LEASING & FINANCE LTD.,Finance (including NBFCs)
BSELINFRA.BO,BSEL INFRASTRUCTURE REALTY LTD.,Realty
RELIABVEN.BO,RELIABLE VENTURES INDIA LTD.,Hotels
BANKBARODA.BO,BANK OF BARODA,Banks
SMCREDT.BO,SMC CREDITS LTD.,Finance (including NBFCs)
MOHITE.BO,Mohite Industries Ltd,Textiles
ANDHRACEMT.BO,ANDHRA CEMENTS LTD.,Cement & Cement Products
SKMEGGPROD.BO,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Other Food Products
WELCORP.BO,Welspun Corp Limited,Construction & Engineering
HOTLSILV.BO,H.S.INDIA LTD.,Hotels
BANKINDIA.BO,BANK OF INDIA,Banks
INDRAMEDCO.BO,INDRAPRASTHA MEDICAL CORP.LTD.,Healthcare Facilities
JOHNPHARMA.BO,Johnson Pharmacare Ltd,Diversified Commercial Services
GAIL.BO,GAIL (INDIA) LTD.,Utilities:Non-Elec.
VAIBHAVGBL.BO,Vaibhav Global Ltd,Other Apparels & Accessories
TRESCON.BO,Trescon Ltd,Other Financial Services
GUJSTATFIN.BO,Gujarat State Financial Corporation,Financial Institutions
JKPAPER.BO,JK PAPER LTD.,Paper & Paper Products
SAREGAMA.BO,SAREGAMA INDIA LTD.,Movies & Entertainment
MINOLTAF.BO,MINOLTA FINANCE LTD.,Finance (including NBFCs)
OMKARPH.BO,OMKAR PHARMACHEM LTD.,Commodity Chemicals
ADROITINFO.BO,Adroit Infotech Ltd,IT Consulting & Software
CYBERTECH.BO,CYBERTECH SYSTEMS AND SOFTWARE LTD.,IT Software Products
ICICIBANK.BO,ICICI BANK LTD.,Banks
CYIENT.BO,Cyient Limited,IT Consulting & Software
ENGINERSIN.BO,ENGINEERS INDIA LTD.,Consulting Services
DHANBANK.BO,Dhanlaxmi Bank Limited,Banks
GMDCLTD.BO,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Coal
GAYATRI.BO,GAYATRI SUGARS LTD.,Sugar
INDUSINDBK.BO,INDUSIND BANK LTD.,Banks
ITDC.BO,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Hotels
J&KBANK.BO,JAMMU & KASHMIR BANK LTD.,Banks
CUB.BO,CITY UNION BANK LTD.,Banks
ARCHIES.BO,ARCHIES LTD.,Gift Articles-Toys & Cards 
AXISBANK.BO,AXIS BANK LTD.,Banks
HBSTOCK.BO,HB STOCKHOLDINGS LTD.,Finance (including NBFCs)
SIELFNS.BO,SIEL FINANCIAL SERVICES LTD.,Other Financial Services
SOUTHBANK.BO,SOUTH INDIAN BANK LTD.,Banks
ENERGYDEV.BO,ENERGY DEVELOPMENT COMPANY LTD.,Electric Utilities
SONATSOFTW.BO,SONATA SOFTWARE LTD.,IT Consulting & Software
BENGALT.BO,BENGAL TEA & FABRICS LTD.,Textiles
NATIONALUM.BO,NATIONAL ALUMINIUM CO.LTD.,Aluminium
INDNIPPON.BO,INDIA NIPPON ELECTRICALS LTD.,Auto Parts & Equipment
NSIL.BO,NALWA SONS INVESTMENTS LTD.,Finance (including NBFCs)
APARINDS.BO,APAR INDUSTRIES LTD.,Other Elect.Equip./ Prod.
TCIIND.BO,TCI INDUSTRIES LTD.,Diversified Commercial Services
ACCELYA.BO,Accelya Solutions India Ltd,IT Consulting & Software
ORCHASP.BO,Orchasp Ltd,IT Software Products
HCLTECH.BO,HCL TECHNOLOGIES LTD.,IT Consulting & Software
TCFCFINQ.BO,TCFC FINANCE LTD.,Other Financial Services
GEOJITFSL.BO,Geojit Financial Services Ltd,Other Financial Services
JINDALSTEL.BO,JINDAL STEEL & POWER LTD.,Iron & Steel/Interm.Products
BLBLIMITED.BO,BLB LTD.,Other Financial Services
GLENMARK.BO,GLENMARK PHARMACEUTICALS LTD.,Pharmaceuticals
WOCKPHARMA.BO,WOCKHARDT LTD.,Pharmaceuticals
TATACOFFEE.BO,TATA COFFEE LTD.,Tea & Coffee
KJMCCORP.BO,KJMC Corporate Advisors (India) Ltd.,Other Financial Services
INDSWFTLAB.BO,IND-SWIFT LABORATORIES LTD.,Pharmaceuticals
